Algorithm,Width,Height,Threads,Seed,FillPercent,Run,TimeMs
OMP_Rows,100,100,4,42,0.40,3,28.450000
OMP_Rows,100,100,4,42,0.40,4,28.339000
OMP_Rows,100,100,4,42,0.40,5,29.060000
OMP_Rows,100,100,4,42,0.40,6,29.314000
OMP_Rows,100,100,4,42,0.40,7,29.727000
OMP_Rows,100,100,4,42,0.40,8,29.159000
OMP_Rows,100,100,4,42,0.40,9,28.515000
OMP_Rows,100,100,4,42,0.40,10,29.606000
OMP_Rows,100,100,4,42,0.40,11,29.464000
OMP_Rows,100,100,4,42,0.40,12,29.414000
OMP_Rows,100,100,4,42,0.40,13,28.124000
OMP_Rows,100,100,4,42,0.40,14,28.180000
OMP_Rows,100,100,4,42,0.40,15,28.268000
OMP_Rows,100,100,4,42,0.40,16,28.461000
OMP_Rows,100,100,4,42,0.40,17,28.502000
OMP_Rows,100,100,4,42,0.40,18,28.855000
OMP_Rows,100,100,4,42,0.40,19,29.142000
OMP_Rows,100,100,4,42,0.40,20,29.859000
OMP_Rows,100,100,4,42,0.40,21,29.328000
OMP_Rows,100,100,4,42,0.40,22,28.993000
OMP_Rows,100,100,4,42,0.40,23,29.582000
OMP_Rows,100,100,4,42,0.40,24,29.502000
OMP_Rows,100,100,4,42,0.40,AVG,28.978292
OMP_Rows,100,100,5,42,0.40,0,36.109000
OMP_Rows,100,100,5,42,0.40,1,36.258000
OMP_Rows,100,100,5,42,0.40,2,36.840000
OMP_Rows,100,100,5,42,0.40,3,36.221000
OMP_Rows,100,100,5,42,0.40,4,36.348000
OMP_Rows,100,100,5,42,0.40,5,36.716000
OMP_Rows,100,100,5,42,0.40,6,36.403000
OMP_Rows,100,100,5,42,0.40,7,37.002000
OMP_Rows,100,100,5,42,0.40,8,36.699000
OMP_Rows,100,100,5,42,0.40,9,37.530000
OMP_Rows,100,100,5,42,0.40,10,37.592000
OMP_Rows,100,100,5,42,0.40,11,36.571000
OMP_Rows,100,100,5,42,0.40,12,36.480000
OMP_Rows,100,100,5,42,0.40,13,38.032000
OMP_Rows,100,100,5,42,0.40,14,36.715000
OMP_Rows,100,100,5,42,0.40,15,36.451000
OMP_Rows,100,100,5,42,0.40,16,36.685000
OMP_Rows,100,100,5,42,0.40,17,36.808000
OMP_Rows,100,100,5,42,0.40,18,36.772000
OMP_Rows,100,100,5,42,0.40,19,36.562000
OMP_Rows,100,100,5,42,0.40,20,37.691000
OMP_Rows,100,100,5,42,0.40,21,36.548000
OMP_Rows,100,100,5,42,0.40,22,36.448000
OMP_Rows,100,100,5,42,0.40,23,36.403000
OMP_Rows,100,100,5,42,0.40,24,36.369000
OMP_Rows,100,100,5,42,0.40,AVG,36.541947
OMP_Rows,100,100,6,42,0.40,0,45.462000
OMP_Rows,100,100,6,42,0.40,1,44.211000
OMP_Rows,100,100,6,42,0.40,2,44.391000
OMP_Rows,100,100,6,42,0.40,3,43.968000
OMP_Rows,100,100,6,42,0.40,4,44.372000
OMP_Rows,100,100,6,42,0.40,5,43.995000
OMP_Rows,100,100,6,42,0.40,6,44.000000
OMP_Rows,100,100,6,42,0.40,7,43.855000
